sid,user,day,requested,delivered,cost,shortfall,excess,dwell_hours,cohort,individual_unavoidable
s55-110-28,u028,2025-06-09,12.452547044267373,7.590000000001986,0.9900000000002588,0.39048614126729186,0,5.5,regular,0.0
s55-110-37,u037,2025-06-09,14.528778412347183,8.918200264306096,1.1632435127355776,0.38616998544578085,0,5.75,variable,0.0
s55-110-39,u039,2025-06-09,23.029701584350804,14.136322058701182,1.843868094613197,0.3861699854457893,0,6.25,regular,0.0
s55-110-27,u027,2025-06-09,22.8266991993505,14.60752378821564,2.0219008458125525,0.36006850308732874,0,5.75,variable,0.0
s55-110-45,u045,2025-06-09,18.440964752108368,12.82449652302427,1.967193236646525,0.3045647722113868,0,8.0,regular,0.0
s55-110-7,u007,2025-06-09,14.603706875153096,10.155932217280252,1.5578530614286268,0.3045647722113852,0,7.25,variable,0.0
s55-110-29,u029,2025-06-09,15.608119398680422,11.808030313711036,1.9759535931904744,0.24346873495154464,0,6.75,regular,0.0
s55-110-51,u051,2025-06-09,27.824898121098343,21.0504053753987,3.5225709144172197,0.24346873495155252,0,7.25,regular,0.0
s55-110-6,u006,2025-06-09,29.332341482181455,22.190833408347775,3.71340992902106,0.24346873495155297,0,6.25,variable,0.0
s55-110-38,u038,2025-06-09,21.78835285096029,17.338938964493227,3.0372821725835464,0.2042106586442105,0,5.0,variable,0.0
s55-110-43,u043,2025-06-09,17.741618422753714,14.118590839228993,2.4731700334031896,0.2042106586442063,0,6.75,regular,0.0
s55-110-53,u053,2025-06-09,14.567377595889255,11.592563822313927,2.030682933030334,0.2042106586442014,0,6.0,regular,0.0
s55-110-36,u036,2025-06-09,8.981256086173838,8.042052498905356,1.543784923842563,0.1045737453934017,0,7.25,regular,0.0
s55-110-11,u011,2025-06-09,16.835662568480252,15.953028925395126,3.1801591062166503,0.05242642750143933,0,7.5,variable,0.0
s55-110-2,u002,2025-06-09,21.656379992728905,20.521013357096454,4.090764694375911,0.052426427501440664,0,7.75,variable,0.0
s55-110-41,u041,2025-06-09,20.40855317549126,19.338605642027076,3.8550574390375245,0.05242642750144044,0,7.5,regular,0.0
s55-110-25,u025,2025-06-09,12.818528437781339,12.818528437781339,2.6404858497603643,0.0,0,9.25,variable,0.0
s55-110-30,u030,2025-06-09,12.504258744871283,12.504258744871283,2.5757495049322228,0.0,0,8.75,variable,0.0
s55-110-0,u000,2025-06-09,23.436141078642038,23.436141078642038,4.827605539240309,0.0,0,9.25,variable,0.0
s55-110-21,u021,2025-06-09,14.551614099081549,14.551614099081549,2.9974837834387773,0.0,0,7.0,regular,0.0
s55-110-13,u013,2025-06-09,19.27450578800463,19.27450578800463,3.970351202275741,0.0,0,7.5,variable,0.0
s55-110-32,u032,2025-06-09,14.537231175996556,14.537231175996556,2.9945210482801783,0.0,0,9.0,variable,0.0
s55-110-24,u024,2025-06-09,13.398019155550434,13.398019155550434,2.759855015087244,0.0,0,9.25,variable,0.0
s55-110-57,u057,2025-06-09,22.704039624684253,22.704039624684253,4.676800121976737,0.0,0,10.0,new,0.0
s55-111-2,u002,2025-06-10,16.919757937451703,6.773439067914364,0.8834920523366561,0.5996728148857597,0,5.25,variable,0.0
s55-111-37,u037,2025-06-10,9.090700300303919,4.027479504947634,0.5253234136888218,0.5569670793334823,0,4.25,variable,0.0
s55-111-11,u011,2025-06-10,15.263380943854054,8.091605443220365,1.0554267969417868,0.4698680801465205,0,5.75,variable,0.0
s55-111-3,u003,2025-06-10,20.75451351115093,11.002630093291314,1.4351256643423451,0.4698680801465257,0,6.5,regular,0.0
s55-111-24,u024,2025-06-10,9.98830565146839,6.003012724451088,0.8291685992776218,0.3989958924045762,0,6.5,variable,0.0
s55-111-6,u006,2025-06-10,24.81743037740683,15.51580754597517,2.255985034206712,0.3748020117304177,0,7.75,variable,0.0
s55-111-19,u019,2025-06-10,12.775534927318752,8.31603326660575,1.2685532307886676,0.349065748407682,0,6.5,regular,0.0
s55-111-26,u026,2025-06-10,12.999399285932181,8.461754245337973,1.2907819560039417,0.34906574840768234,0,6.0,variable,0.0
s55-111-36,u036,2025-06-10,19.35173602274384,13.13006292756976,2.0954606080481852,0.32150464887810737,0,8.25,regular,0.0
s55-111-58,u058,2025-06-10,23.158156677801067,16.38685473698487,2.727463111934467,0.2923938219705987,0,6.5,new,0.0
s55-111-9,u009,2025-06-10,25.588928719872854,18.106884051335957,3.013748465752263,0.2923938219706008,0,6.5,regular,0.0
s55-111-46,u046,2025-06-10,24.02368618584167,17.8140599031555,3.0950809879286605,0.25847932888608105,0,8.0,variable,0.0
s55-111-10,u010,2025-06-10,12.509864019331356,9.738144861999885,1.762296962489273,0.22156269269181217,0,8.0,variable,0.0
s55-111-51,u051,2025-06-10,25.648541285326708,19.965781414532334,3.6131764765439796,0.22156269269182294,0,7.5,regular,0.0
s55-111-54,u054,2025-06-10,9.561166410193827,7.442768635076838,1.3469062890293233,0.22156269269180562,0,8.0,new,0.0
s55-111-56,u056,2025-06-10,13.292887182475548,10.943103895371618,2.0667636572267085,0.17676997140258044,0,7.25,new,0.0
s55-111-39,u039,2025-06-10,19.452322710360864,16.94011395759038,3.326505710967566,0.12914698106629752,0,7.0,regular,0.0
s55-111-49,u049,2025-06-10,24.52313088986051,21.35604256914135,4.193655234419722,0.12914698106629785,0,8.0,regular,0.0
s55-111-31,u031,2025-06-10,13.55613602030932,12.621595741137993,2.584359875790812,0.0689385439753063,0,7.75,regular,0.0
s55-111-55,u055,2025-06-10,25.041956295420405,23.3156002901207,4.774031992909671,0.06893854397531307,0,7.75,new,0.0
s55-111-20,u020,2025-06-10,21.09596785096676,21.09596785096676,4.4959999990806985,0.0,0,8.0,regular,0.0
s55-111-13,u013,2025-06-10,22.02147615147558,22.02147615147558,4.6932455271187115,0.0,0,9.5,variable,0.0
s55-111-30,u030,2025-06-10,18.144189337124725,18.144189337124725,3.8669131380617907,0.0,0,8.25,variable,0.0
s55-111-22,u022,2025-06-10,23.77959168158698,23.77959168158698,5.067937386606094,0.0,0,9.0,variable,0.0
s55-111-23,u023,2025-06-10,18.361038558131447,18.361038558131447,3.9131283249797124,0.0,0,9.25,variable,0.0
s55-111-57,u057,2025-06-10,24.401571875665933,24.401571875665933,5.200494611368793,0.0,0,9.5,new,0.0
s55-112-42,u042,2025-06-11,12.106280153867832,2.7924657080269846,0.36423465756873713,0.7693374287943584,0,1.0,variable,0.4984421372356844
s55-112-30,u030,2025-06-11,19.798652286493507,5.24538970176412,0.6841812654474939,0.7350632949222263,0,3.25,variable,0.0032654892645198608
s55-112-9,u009,2025-06-11,23.20256248302497,8.714226159344394,1.136638194697095,0.6244282860688455,0,4.5,regular,0.0
s55-112-43,u043,2025-06-11,16.67753490597527,7.032263171307342,0.9172517179966098,0.5783391723684653,0,5.25,regular,0.0
s55-112-8,u008,2025-06-11,14.408761092494377,6.420899107166368,0.8375085791956134,0.5543753508057637,0,4.75,regular,0.0
s55-112-39,u039,2025-06-11,23.45102942276772,11.032392381355706,1.439007701915962,0.5295561579635915,0,4.75,regular,0.0
s55-112-46,u046,2025-06-11,24.039337108930077,11.942594101986911,1.5577296654765538,0.5032061804420346,0,3.5,variable,0.11594900043623269
s55-112-16,u016,2025-06-11,23.196053051077836,12.1761233605298,1.5881900035473655,0.47507779303151665,0,5.25,variable,0.0
s55-112-33,u033,2025-06-11,17.653406998110395,9.797818202215604,1.2779762872455134,0.4449899555782998,0,5.0,regular,0.0
s55-112-7,u007,2025-06-11,19.222784953890887,11.279590120578685,1.471250885292872,0.41321769204437875,0,6.0,variable,0.0
s55-112-21,u021,2025-06-11,14.027284422665591,8.705573452408638,1.1355095807489528,0.37938283775425674,0,7.0,regular,0.0
s55-112-3,u003,2025-06-11,22.649912088002363,14.056924165171523,1.8335118476310681,0.3793828377542594,0,5.25,regular,0.0
s55-112-32,u032,2025-06-11,20.342002224463748,14.19574126917831,2.0053174499810336,0.30214631221964017,0,6.75,variable,0.0
s55-112-36,u036,2025-06-11,10.182071876576895,7.105596408314099,1.0037500825020165,0.3021463122196182,0,6.0,regular,0.0
s55-112-45,u045,2025-06-11,21.173159035908064,14.775767115168472,2.0872530057472867,0.30214631221964106,0,5.5,regular,0.0
