sid,user,day,cohort,model,lead_minutes,p,y,brier,logloss
s44-110-49,u049,2025-06-09,variable,empirical,30,0.0011634671320535084,0,1.353655767368816e-06,0.0011641444853737134
s44-110-49,u049,2025-06-09,variable,empirical,60,0.004072134962187279,0,1.6582283150267994e-05,0.004080448681161805
s44-110-49,u049,2025-06-09,variable,empirical,120,0.018615474112856356,0,0.0003465358764464251,0.018790922836881
s44-110-49,u049,2025-06-09,variable,hazard,30,0.0006639059160671312,0,4.407710653889367e-07,0.0006641263991919273
s44-110-49,u049,2025-06-09,variable,hazard,60,0.0017581857782055232,0,3.0912172306841614e-06,0.0017597332008578604
s44-110-49,u049,2025-06-09,variable,hazard,120,0.006536316708447121,0,4.2723436113125e-05,0.006557771969862325
s44-110-49,u049,2025-06-09,variable,hazard_cal,30,0.0014572784249989867,0,2.1236604079675273e-06,0.0014583412879199348
s44-110-49,u049,2025-06-09,variable,hazard_cal,60,0.0037545683453336087,0,1.4096783459781153e-05,0.0037616344293386643
s44-110-49,u049,2025-06-09,variable,hazard_cal,120,0.013073168463292206,0,0.0001709077336696179,0.01315937447823516
s44-110-11,u011,2025-06-09,variable,empirical,30,0.0011634671320535084,0,1.353655767368816e-06,0.0011641444853737134
s44-110-11,u011,2025-06-09,variable,empirical,60,0.004072134962187279,0,1.6582283150267994e-05,0.004080448681161805
s44-110-11,u011,2025-06-09,variable,empirical,120,0.018615474112856356,0,0.0003465358764464251,0.018790922836881
s44-110-11,u011,2025-06-09,variable,hazard,30,0.001164834105074397,0,1.3568384923444715e-06,0.001165513051611835
s44-110-11,u011,2025-06-09,variable,hazard,60,0.0030833332731582397,0,9.506944073364704e-06,0.00308809653887196
s44-110-11,u011,2025-06-09,variable,hazard,120,0.011439480994668738,0,0.00013086172542738726,0.011505415174877487
s44-110-11,u011,2025-06-09,variable,hazard_cal,30,0.0024341372389602434,0,5.925024098092997e-06,0.0024371045672434925
s44-110-11,u011,2025-06-09,variable,hazard_cal,60,0.006265982866607733,0,3.926254128462167e-05,0.006285696530715831
s44-110-11,u011,2025-06-09,variable,hazard_cal,120,0.021741612061566995,0,0.00047269769503567545,0.021981443496039123
s44-110-59,u059,2025-06-09,new,empirical,30,0.0011634671320535084,0,1.353655767368816e-06,0.0011641444853737134
s44-110-59,u059,2025-06-09,new,empirical,60,0.004072134962187279,0,1.6582283150267994e-05,0.004080448681161805
s44-110-59,u059,2025-06-09,new,empirical,120,0.018615474112856356,0,0.0003465358764464251,0.018790922836881
s44-110-59,u059,2025-06-09,new,hazard,30,0.0006950540256862592,0,4.83100098622675e-07,0.0006952956877208389
s44-110-59,u059,2025-06-09,new,hazard,60,0.0018406204264471704,0,3.3878835542545635e-06,0.0018423164497005256
s44-110-59,u059,2025-06-09,new,hazard,120,0.006841914746139155,0,4.681179739343642e-05,0.00686542795646339
s44-110-59,u059,2025-06-09,new,hazard_cal,30,0.001519552729347451,0,2.3090404972672873e-06,0.0015207084205002205
s44-110-59,u059,2025-06-09,new,hazard_cal,60,0.003914798880405801,0,1.5325650274026513e-05,0.003922481763392382
s44-110-59,u059,2025-06-09,new,hazard_cal,120,0.013628040590688895,0,0.00018572349034146413,0.013721754736680325
s44-110-32,u032,2025-06-09,regular,empirical,30,0.0011634671320535084,0,1.353655767368816e-06,0.0011641444853737134
s44-110-32,u032,2025-06-09,regular,empirical,60,0.004072134962187279,0,1.6582283150267994e-05,0.004080448681161805
s44-110-32,u032,2025-06-09,regular,empirical,120,0.018615474112856356,0,0.0003465358764464251,0.018790922836881
s44-110-32,u032,2025-06-09,regular,hazard,30,0.010802843164570586,0,0.00011670142043830943,0.010861617545001786
s44-110-32,u032,2025-06-09,regular,hazard,60,0.028340624143877724,0,0.0008031909768645449,0.028749972300882966
s44-110-32,u032,2025-06-09,regular,hazard,120,0.10116239355356216,0,0.010233829869485794,0.1066528988181378
s44-110-32,u032,2025-06-09,regular,hazard_cal,30,0.018504666185833907,0,0.0003424226706491448,0.018678019414297593
s44-110-32,u032,2025-06-09,regular,hazard_cal,60,0.04696523931399832,0,0.0022057337038211334,0.04810390098158774
s44-110-32,u032,2025-06-09,regular,hazard_cal,120,0.1540022965398622,0,0.02371670733955165,0.1672386339657238
s44-110-18,u018,2025-06-09,regular,empirical,30,0.0011634671320535084,0,1.353655767368816e-06,0.0011641444853737134
s44-110-18,u018,2025-06-09,regular,empirical,60,0.004072134962187279,0,1.6582283150267994e-05,0.004080448681161805
