sid,user,day,cohort,model,lead_minutes,p,y,brier,logloss
s11-110-3,u003,2025-06-09,regular,empirical,30,0.0063657407407407,0,4.052265517832595e-05,0.006386088466525358
s11-110-3,u003,2025-06-09,regular,empirical,60,0.01388888888888884,0,0.00019290123456789987,0.01398624197473984
s11-110-3,u003,2025-06-09,regular,empirical,120,0.03414351851851849,0,0.001165779856824415,0.034740025702165826
s11-110-3,u003,2025-06-09,regular,hazard,30,0.009250673235338569,0,8.557495530700935e-05,0.009293726432730494
s11-110-3,u003,2025-06-09,regular,hazard,60,0.02248829959840193,0,0.0005057236188274843,0.022745017473947814
s11-110-3,u003,2025-06-09,regular,hazard,120,0.06985136942661696,0,0.004879213810773718,0.07241088778350087
s11-110-3,u003,2025-06-09,regular,hazard_cal,30,0.006605886343408307,0,4.363773438202838e-05,0.00662780177782994
s11-110-3,u003,2025-06-09,regular,hazard_cal,60,0.016327215711603116,0,0.00026657797289321965,0.01646197352461645
s11-110-3,u003,2025-06-09,regular,hazard_cal,120,0.05291521143496558,0,0.0028000196012071123,0.054366655944382745
s11-110-33,u033,2025-06-09,regular,empirical,30,0.0063657407407407,0,4.052265517832595e-05,0.006386088466525358
s11-110-33,u033,2025-06-09,regular,empirical,60,0.01388888888888884,0,0.00019290123456789987,0.01398624197473984
s11-110-33,u033,2025-06-09,regular,empirical,120,0.03414351851851849,0,0.001165779856824415,0.034740025702165826
s11-110-33,u033,2025-06-09,regular,hazard,30,0.0010004419653575347,0,1.0008841260484467e-06,0.0010009427414466958
s11-110-33,u033,2025-06-09,regular,hazard,60,0.002448017486956666,0,5.992789616445632e-06,0.0024510187809121493
s11-110-33,u033,2025-06-09,regular,hazard,120,0.007789613209980506,0,6.0678073961102804e-05,0.007820110726100539
s11-110-33,u033,2025-06-09,regular,hazard_cal,30,0.0006151521118445968,0,3.784121207068674e-07,0.0006153413955344386
s11-110-33,u033,2025-06-09,regular,hazard_cal,60,0.0015278743156714736,0,2.334399924488574e-06,0.0015290427058876367
s11-110-33,u033,2025-06-09,regular,hazard_cal,120,0.00504612900052126,0,2.5463417889901692e-05,0.005058903702783577
s11-110-56,u056,2025-06-09,new,empirical,30,0.0063657407407407,0,4.052265517832595e-05,0.006386088466525358
s11-110-56,u056,2025-06-09,new,empirical,60,0.01388888888888884,0,0.00019290123456789987,0.01398624197473984
s11-110-56,u056,2025-06-09,new,empirical,120,0.03414351851851849,0,0.001165779856824415,0.034740025702165826
s11-110-56,u056,2025-06-09,new,hazard,30,0.0054078071240913905,0,2.9244377891373595e-05,0.005422482243759696
s11-110-56,u056,2025-06-09,new,hazard,60,0.013186442211015281,0,0.00017388225818444557,0.013274155275608551
s11-110-56,u056,2025-06-09,new,hazard,120,0.04142022385060484,0,0.0017156349438342143,0.04230248975706717
s11-110-56,u056,2025-06-09,new,hazard_cal,30,0.0037232312751337426,0,1.3862451128134036e-05,0.00373017975325377
s11-110-56,u056,2025-06-09,new,hazard_cal,60,0.009224087851333662,0,8.508379668912126e-05,0.009266893179755042
s11-110-56,u056,2025-06-09,new,hazard_cal,120,0.03016673430875505,0,0.0009100318588550191,0.03063111329962016
s11-110-10,u010,2025-06-09,variable,empirical,30,0.0063657407407407,0,4.052265517832595e-05,0.006386088466525358
s11-110-10,u010,2025-06-09,variable,empirical,60,0.01388888888888884,0,0.00019290123456789987,0.01398624197473984
s11-110-10,u010,2025-06-09,variable,empirical,120,0.03414351851851849,0,0.001165779856824415,0.034740025702165826
s11-110-10,u010,2025-06-09,variable,hazard,30,0.0007041063642269085,0,4.95765772144836e-07,0.00070435436353174
s11-110-10,u010,2025-06-09,variable,hazard,60,0.001723307487696224,0,2.9697886971498714e-06,0.0017247940902057873
s11-110-10,u010,2025-06-09,variable,hazard,120,0.005488366962075442,0,3.0122171910401212e-05,0.005503483383045211
s11-110-10,u010,2025-06-09,variable,hazard_cal,30,0.00042293555097505653,0,1.7887448027857464e-07,0.0004230250134406565
s11-110-10,u010,2025-06-09,variable,hazard_cal,60,0.001050624236157649,0,1.1038112856018435e-06,0.0010511765286689357
s11-110-10,u010,2025-06-09,variable,hazard_cal,120,0.0034720237456754566,0,1.2054948890534227e-05,0.0034780652082419773
s11-110-35,u035,2025-06-09,variable,empirical,30,0.0063657407407407,0,4.052265517832595e-05,0.006386088466525358
s11-110-35,u035,2025-06-09,variable,empirical,60,0.01388888888888884,0,0.00019290123456789987,0.01398624197473984
s11-110-35,u035,2025-06-09,variable,empirical,120,0.03414351851851849,0,0.001165779856824415,0.034740025702165826
s11-110-35,u035,2025-06-09,variable,hazard,30,0.006312475281322838,0,3.984734417731184e-05,0.006332483197504458
s11-110-35,u035,2025-06-09,variable,hazard,60,0.015381360091563767,0,0.00023658623826635055,0.01550088038442503
s11-110-35,u035,2025-06-09,variable,hazard,120,0.0481871594078227,0,0.002322002331794916,0.04938685953492228
s11-110-35,u035,2025-06-09,variable,hazard_cal,30,0.004391874273891538,0,1.9288559637670328e-05,0.004401546884693457
s11-110-35,u035,2025-06-09,variable,hazard_cal,60,0.010874673353638231,0,0.00011825852054832937,0.010934234815137433
s11-110-35,u035,2025-06-09,variable,hazard_cal,120,0.03549002440882287,0,0.0012595418325388433,0.03613510393071315
s11-110-43,u043,2025-06-09,regular,empirical,30,0.0063657407407407,0,4.052265517832595e-05,0.006386088466525358
s11-110-43,u043,2025-06-09,regular,empirical,60,0.01388888888888884,0,0.00019290123456789987,0.01398624197473984
s11-110-43,u043,2025-06-09,regular,empirical,120,0.03414351851851849,0,0.001165779856824415,0.034740025702165826
s11-110-43,u043,2025-06-09,regular,hazard,30,0.014329661046371456,0,0.00020533918570389548,0.014433322116212885
s11-110-43,u043,2025-06-09,regular,hazard,60,0.034695145719954246,0,0.0012037531365288595,0.03531131636154644
s11-110-43,u043,2025-06-09,regular,hazard,120,0.10619375321226465,0,0.011277113221307368,0.11226625348535252
s11-110-43,u043,2025-06-09,regular,hazard_cal,30,0.010545941366101208,0,0.00011121687929724461,0.01060194388659805
s11-110-43,u043,2025-06-09,regular,hazard_cal,60,0.025981729220321714,0,0.0006750502532781192,0.026325217014844034
s11-110-43,u043,2025-06-09,regular,hazard_cal,120,0.08317390852669704,0,0.006917899059607366,0.08683747414073081
s11-110-51,u051,2025-06-09,variable,empirical,30,0.0063657407407407,0,4.052265517832595e-05,0.006386088466525358
s11-110-51,u051,2025-06-09,variable,empirical,60,0.01388888888888884,0,0.00019290123456789987,0.01398624197473984
s11-110-51,u051,2025-06-09,variable,empirical,120,0.03414351851851849,0,0.001165779856824415,0.034740025702165826
s11-110-51,u051,2025-06-09,variable,hazard,30,0.001191525178879771,0,1.4197322519044702e-06,0.0011922356093923556
s11-110-51,u051,2025-06-09,variable,hazard,60,0.002915144821275195,0,8.49806932900759e-06,0.0029194021317371335
s11-110-51,u051,2025-06-09,variable,hazard,120,0.009270800238941224,0,8.594773707035265e-05,0.009314041569466936
s11-110-51,u051,2025-06-09,variable,hazard_cal,30,0.0007412285330692381,0,5.494197382359746e-07,0.0007415033787623953
s11-110-51,u051,2025-06-09,variable,hazard_cal,60,0.0018408252527828406,0,3.388637611283009e-06,0.0018425216537599949
s11-110-51,u051,2025-06-09,variable,hazard_cal,120,0.006077287831811384,0,3.6933427390682714e-05,0.006095829706548949
s11-110-57,u057,2025-06-09,new,empirical,30,0.0063657407407407,0,4.052265517832595e-05,0.006386088466525358
s11-110-57,u057,2025-06-09,new,empirical,60,0.01388888888888884,0,0.00019290123456789987,0.01398624197473984
s11-110-57,u057,2025-06-09,new,empirical,120,0.03414351851851849,0,0.001165779856824415,0.034740025702165826
s11-110-57,u057,2025-06-09,new,hazard,30,0.003626673437761241,0,1.3152760224162937e-05,0.003633265761503337
s11-110-57,u057,2025-06-09,new,hazard,60,0.008855799881793303,0,7.842519154637027e-05,0.008895245532102709
s11-110-57,u057,2025-06-09,new,hazard,120,0.02796262094982027,0,0.0007819081703833276,0.028361019448161686
s11-110-57,u057,2025-06-09,new,hazard_cal,30,0.0024305475463662907,0,5.907561375147196e-06,0.002433506121998619
s11-110-57,u057,2025-06-09,new,hazard_cal,60,0.0060278970277460875,0,3.6335542577110116e-05,0.006046138139671986
s11-110-57,u057,2025-06-09,new,hazard_cal,120,0.019794392937099836,0,0.00039181799174830786,0.019992926197708993
s11-110-26,u026,2025-06-09,regular,empirical,30,0.0063657407407407,0,4.052265517832595e-05,0.006386088466525358
s11-110-26,u026,2025-06-09,regular,empirical,60,0.01388888888888884,0,0.00019290123456789987,0.01398624197473984
s11-110-26,u026,2025-06-09,regular,empirical,120,0.03414351851851849,0,0.001165779856824415,0.034740025702165826
s11-110-26,u026,2025-06-09,regular,hazard,30,0.0013116011316199883,0,1.7202975284668337e-06,0.001312462033239583
s11-110-26,u026,2025-06-09,regular,hazard,60,0.0032086134803148703,0,1.0295200466058305e-05,0.0032137721182202194
s11-110-26,u026,2025-06-09,regular,hazard,120,0.010200489610970642,0,0.00010404998830352,0.01025287112094031
s11-110-26,u026,2025-06-09,regular,hazard_cal,30,0.0008211661043812102,0,6.743137709846126e-07,0.0008215034459549894
s11-110-26,u026,2025-06-09,regular,hazard_cal,60,0.0020392154925148454,0,4.158399824912564e-06,0.0020412975233818874
s11-110-26,u026,2025-06-09,regular,hazard_cal,120,0.006730547484148586,0,4.530026943637886e-05,0.0067532997665448275
s11-110-32,u032,2025-06-09,regular,empirical,30,0.0063657407407407,0,4.052265517832595e-05,0.006386088466525358
s11-110-32,u032,2025-06-09,regular,empirical,60,0.01388888888888884,0,0.00019290123456789987,0.01398624197473984
s11-110-32,u032,2025-06-09,regular,empirical,120,0.03414351851851849,0,0.001165779856824415,0.034740025702165826
s11-110-32,u032,2025-06-09,regular,hazard,30,0.0035992112873568516,0,1.2954321891036964e-05,0.003605704032157671
s11-110-32,u032,2025-06-09,regular,hazard,60,0.008788932575011787,0,7.724533580810333e-05,0.008827783046541535
s11-110-32,u032,2025-06-09,regular,hazard,120,0.027753719153496892,0,0.0007702689268511803,0.02814613125932781
s11-110-32,u032,2025-06-09,regular,hazard_cal,30,0.0024109099219485897,0,5.812486651750155e-06,0.002413820844864285
