sid,user,day,cohort,model,lead_minutes,p,y,brier,logloss
s22-110-21,u021,2025-06-09,regular,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-21,u021,2025-06-09,regular,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-21,u021,2025-06-09,regular,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-21,u021,2025-06-09,regular,hazard,30,0.0019669130324849737,0,3.868746877359236e-06,0.001968849946167569
s22-110-21,u021,2025-06-09,regular,hazard,60,0.0051120625695224575,0,2.613318371471255e-05,0.005125173864306971
s22-110-21,u021,2025-06-09,regular,hazard,120,0.018234392636183427,0,0.0003324930748105004,0.018402688157316844
s22-110-21,u021,2025-06-09,regular,hazard_cal,30,0.002641483420952495,0,6.977434663166896e-06,0.002644978294073665
s22-110-21,u021,2025-06-09,regular,hazard_cal,60,0.006802408797432213,0,4.627276544738317e-05,0.006825650640466661
s22-110-21,u021,2025-06-09,regular,hazard_cal,120,0.02372247954865514,0,0.0005627560359363614,0.024008388262605585
s22-110-38,u038,2025-06-09,regular,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-38,u038,2025-06-09,regular,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-38,u038,2025-06-09,regular,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-38,u038,2025-06-09,regular,hazard,30,0.0010999109345996017,0,1.2098040640517691e-06,0.0011005162805567625
s22-110-38,u038,2025-06-09,regular,hazard,60,0.002860921802322447,0,8.184873559003918e-06,0.0028650220613161493
s22-110-38,u038,2025-06-09,regular,hazard,120,0.010238085762854343,0,0.0001048184000875608,0.01029085544556951
s22-110-38,u038,2025-06-09,regular,hazard_cal,30,0.0015032520812959804,0,2.259766819920697e-06,0.001504383098317173
s22-110-38,u038,2025-06-09,regular,hazard_cal,60,0.0038750935034606027,0,1.5016349660562567e-05,0.0038826211314252376
s22-110-38,u038,2025-06-09,regular,hazard_cal,120,0.013569557996502724,0,0.000184132904220451,0.01366246588528657
s22-110-35,u035,2025-06-09,regular,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-35,u035,2025-06-09,regular,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-35,u035,2025-06-09,regular,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-35,u035,2025-06-09,regular,hazard,30,0.0045498820156506525,0,2.0701426356341244e-05,0.004560264232706699
s22-110-35,u035,2025-06-09,regular,hazard,60,0.01179792304895122,0,0.00013919098826897444,0.011868070820977024
s22-110-35,u035,2025-06-09,regular,hazard,120,0.041676663988120644,0,0.0017369443211787121,0.04257004646081364
s22-110-35,u035,2025-06-09,regular,hazard_cal,30,0.0059560044510109655,0,3.5473989020462435e-05,0.0059738121893741615
s22-110-35,u035,2025-06-09,regular,hazard_cal,60,0.015293299964816653,0,0.00023388502381386104,0.015411448613026275
s22-110-35,u035,2025-06-09,regular,hazard_cal,120,0.05270124310803037,0,0.0027774210251317187,0.05414075836587154
s22-110-41,u041,2025-06-09,variable,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-41,u041,2025-06-09,variable,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-41,u041,2025-06-09,variable,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-41,u041,2025-06-09,variable,hazard,30,0.001865004299073325,0,3.4782410355619846e-06,0.0018667455849316608
s22-110-41,u041,2025-06-09,variable,hazard,60,0.004847641648237477,0,2.3499629549726565e-05,0.0048594295742023725
s22-110-41,u041,2025-06-09,variable,hazard,120,0.017297850650703328,0,0.00029921563713403756,0.017449206428504872
s22-110-41,u041,2025-06-09,variable,hazard_cal,30,0.002508658237048267,0,6.293366150310118e-06,0.0025118101926798935
s22-110-41,u041,2025-06-09,variable,hazard_cal,60,0.006461110464928477,0,4.1745948440008274e-05,0.006482073785488492
s22-110-41,u041,2025-06-09,variable,hazard_cal,120,0.022543053446177463,0,0.0005081892586772136,0.022801032538818673
s22-110-29,u029,2025-06-09,regular,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-29,u029,2025-06-09,regular,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-29,u029,2025-06-09,regular,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-29,u029,2025-06-09,regular,hazard,30,0.0012557892179561048,0,1.5770065599348051e-06,0.0012565783819877131
s22-110-29,u029,2025-06-09,regular,hazard,60,0.003265912518938263,0,1.0666184581357671e-05,0.0032712572513539134
s22-110-29,u029,2025-06-09,regular,hazard,120,0.011680522002197047,0,0.0001364345942438093,0.011749275205924621
s22-110-29,u029,2025-06-09,regular,hazard_cal,30,0.0017094627136894358,0,2.92226276949445e-06,0.0017109255123784264
s22-110-29,u029,2025-06-09,regular,hazard_cal,60,0.004405864181841523,0,1.9411639188834075e-05,0.004415598604320739
s22-110-29,u029,2025-06-09,regular,hazard_cal,120,0.015416675035157201,0,0.0002376738691396393,0.015536747648654063
s22-110-50,u050,2025-06-09,variable,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-50,u050,2025-06-09,variable,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-50,u050,2025-06-09,variable,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-50,u050,2025-06-09,variable,hazard,30,0.0012767921975905816,0,1.6301983158281867e-06,0.001277607991221725
s22-110-50,u050,2025-06-09,variable,hazard,60,0.0033204721564397133,0,1.1025535341691399e-05,0.0033259971579098235
s22-110-50,u050,2025-06-09,variable,hazard,120,0.011874714736387904,0,0.00014100885007058803,0.011945782326614711
s22-110-50,u050,2025-06-09,variable,hazard_cal,30,0.0017371857791208534,0,3.0178144311797265e-06,0.001738696436117851
s22-110-50,u050,2025-06-09,variable,hazard_cal,60,0.0044772065520642945,0,2.004537850984745e-05,0.004487259257901337
s22-110-50,u050,2025-06-09,variable,hazard_cal,120,0.015664740627952423,0,0.00024538409894102326,0.01578872921465806
s22-110-57,u057,2025-06-09,new,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-57,u057,2025-06-09,new,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-57,u057,2025-06-09,new,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-57,u057,2025-06-09,new,hazard,30,0.0010107875874598715,0,1.0216915469629474e-06,0.001011298777732239
s22-110-57,u057,2025-06-09,new,hazard,60,0.0026293176434480925,0,6.91331127014743e-06,0.0026327803701539218
s22-110-57,u057,2025-06-09,new,hazard,120,0.009412428865328781,0,8.859381714487445e-05,0.009457005712010134
s22-110-57,u057,2025-06-09,new,hazard_cal,30,0.0013849593228398849,0,1.9181123259211124e-06,0.0013859192654261704
s22-110-57,u057,2025-06-09,new,hazard_cal,60,0.003570529703570968,0,1.2748682364082587e-05,0.003576919258684665
s22-110-57,u057,2025-06-09,new,hazard_cal,120,0.012508407861555604,0,0.00015646026723102602,0.012587296533289782
s22-110-24,u024,2025-06-09,regular,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-24,u024,2025-06-09,regular,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-24,u024,2025-06-09,regular,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-24,u024,2025-06-09,regular,hazard,30,0.006188731674252157,0,3.8300399735891905e-05,0.006207961252974342
s22-110-24,u024,2025-06-09,regular,hazard,60,0.0160239247256857,0,0.00025676616361444156,0.01615369597108308
s22-110-24,u024,2025-06-09,regular,hazard,120,0.056259862802897964,0,0.003165172162600902,0.05790442912558835
s22-110-24,u024,2025-06-09,regular,hazard_cal,30,0.008024562588609285,0,6.439360473850776e-05,0.008056932677816103
s22-110-24,u024,2025-06-09,regular,hazard_cal,60,0.020567217042622987,0,0.00042301041687836145,0.02078166778342624
s22-110-24,u024,2025-06-09,regular,hazard_cal,120,0.07035283261614023,0,0.004949521057114644,0.07295015473122336
s22-110-4,u004,2025-06-09,regular,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-4,u004,2025-06-09,regular,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-4,u004,2025-06-09,regular,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-4,u004,2025-06-09,regular,hazard,30,0.00885525227028694,0,7.8415492770422e-05,0.008894693027880802
s22-110-4,u004,2025-06-09,regular,hazard,60,0.02287333821505877,0,0.0005231896011004679,0.0231389917549053
s22-110-4,u004,2025-06-09,regular,hazard,120,0.07951613528607782,0,0.00632281577083383,0.08285580729053171
s22-110-4,u004,2025-06-09,regular,hazard_cal,30,0.01135383107301513,0,0.0001289094800345639,0.01141877787769461
s22-110-4,u004,2025-06-09,regular,hazard_cal,60,0.029014920762238883,0,0.000841865626839001,0.02944417719635196
s22-110-4,u004,2025-06-09,regular,hazard_cal,120,0.09808076359461182,0,0.009619836187302132,0.10323030128153922
s22-110-43,u043,2025-06-09,regular,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-43,u043,2025-06-09,regular,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-43,u043,2025-06-09,regular,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-43,u043,2025-06-09,regular,hazard,30,0.004700902178884414,0,2.2098481295440233e-05,0.004711986169678413
s22-110-43,u043,2025-06-09,regular,hazard,60,0.01218787060882598,0,0.00014854418997748415,0.012262751753619234
s22-110-43,u043,2025-06-09,regular,hazard,120,0.04302985981396934,0,0.0018515688356098535,0.043983089493460935
s22-110-43,u043,2025-06-09,regular,hazard_cal,30,0.006147508118649503,0,3.779185606886155e-05,0.006166481847419078
s22-110-43,u043,2025-06-09,regular,hazard_cal,60,0.015782361560394254,0,0.0002490829364230101,0.015908229109949223
s22-110-43,u043,2025-06-09,regular,hazard_cal,120,0.05434925049165229,0,0.0029538410290043666,0.05588196466262562
s22-110-11,u011,2025-06-09,variable,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-11,u011,2025-06-09,variable,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-11,u011,2025-06-09,variable,empirical,120,0.017386091127098324,1,0.9655300939104832,4.052084752932218
s22-110-11,u011,2025-06-09,variable,hazard,30,0.004776398910758428,0,2.2813986554694298e-05,0.0047878423575546366
s22-110-11,u011,2025-06-09,variable,hazard,60,0.012382770237850838,0,0.00015333299876340447,0.012460075569582755
s22-110-11,u011,2025-06-09,variable,hazard,120,0.04370562307998471,1,0.9144989353288403,3.130278510559266
s22-110-11,u011,2025-06-09,variable,hazard_cal,30,0.006243169350827027,0,3.897716354310596e-05,0.006262739427987875
s22-110-11,u011,2025-06-09,variable,hazard_cal,60,0.016026598950695692,0,0.00025685187392644027,0.016156413749199
s22-110-11,u011,2025-06-09,variable,hazard_cal,120,0.0551714101040327,1,0.892701064284802,2.8973103927706196
s22-110-31,u031,2025-06-09,variable,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-31,u031,2025-06-09,variable,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-31,u031,2025-06-09,variable,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-31,u031,2025-06-09,variable,hazard,30,0.0012750691421912208,0,1.6258013173682556e-06,0.0012758827345144175
s22-110-31,u031,2025-06-09,variable,hazard,60,0.003315996236631924,0,1.0995831041357082e-05,0.00332150633650487
s22-110-31,u031,2025-06-09,variable,hazard,120,0.011858784868080563,0,0.00014063077854741655,0.011929661152365694
s22-110-31,u031,2025-06-09,variable,hazard_cal,30,0.0017349119424413528,0,3.009919448025628e-06,0.0017364186450818163
s22-110-31,u031,2025-06-09,variable,hazard_cal,60,0.004471355205709959,0,1.9993017375629554e-05,0.004481381613314196
s22-110-31,u031,2025-06-09,variable,hazard_cal,120,0.015644396704111996,0,0.0002447471482356303,0.015768061750581368
s22-110-39,u039,2025-06-09,variable,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-39,u039,2025-06-09,variable,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-39,u039,2025-06-09,variable,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-39,u039,2025-06-09,variable,hazard,30,0.0006867309082090323,0,4.715993402896023e-07,0.0006869668158887568
s22-110-39,u039,2025-06-09,variable,hazard,60,0.0017868819960596971,0,3.1929472678422874e-06,0.0017884803740526576
s22-110-39,u039,2025-06-09,variable,hazard,120,0.006404499121410945,0,4.1017608996153566e-05,0.006425095914433617
s22-110-39,u039,2025-06-09,variable,hazard_cal,30,0.0009519184346058474,0,9.061487061424469e-07,0.000952371796690904
s22-110-39,u039,2025-06-09,variable,hazard_cal,60,0.0024550539995390475,0,6.027290140652673e-06,0.0024580725861502264
s22-110-39,u039,2025-06-09,variable,hazard_cal,120,0.008614126255709231,0,7.420317114929914e-05,0.008651442292527818
s22-110-40,u040,2025-06-09,regular,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-40,u040,2025-06-09,regular,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-40,u040,2025-06-09,regular,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
s22-110-40,u040,2025-06-09,regular,hazard,30,0.0008171013064079968,0,6.676545449336551e-07,0.0008174353156391108
s22-110-40,u040,2025-06-09,regular,hazard,60,0.002125858940022596,0,4.519276232873994e-06,0.0021281217857016237
s22-110-40,u040,2025-06-09,regular,hazard,120,0.007615706769402819,0,5.799898959752792e-05,0.007644854344761247
s22-110-40,u040,2025-06-09,regular,hazard_cal,30,0.0011267461684373314,0,1.2695569280882072e-06,0.0011273814241274842
s22-110-40,u040,2025-06-09,regular,hazard_cal,60,0.002905497555861336,0,8.441916047116198e-06,0.002909726707731708
s22-110-40,u040,2025-06-09,regular,hazard_cal,120,0.010188160370131816,0,0.00010379861172752445,0.010240414897309476
s22-110-15,u015,2025-06-09,variable,empirical,30,0.0011990407673860837,0,1.4376987618538084e-06,0.0011997601919040602
s22-110-15,u015,2025-06-09,variable,empirical,60,0.00659472422062346,0,4.349038754607771e-05,0.006616565492129114
s22-110-15,u015,2025-06-09,variable,empirical,120,0.017386091127098324,0,0.0003022761646797671,0.017539004174862385
